"OrganizationIdentifier","OrganizationFormalName","ActivityStartDate","ActivityConductingOrganizationText","MonitoringLocationIdentifier","ActivityDepthHeightMeasure.MeasureValue","Variable","ResultMeasureValue","Month","Year"
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-05-18,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"Orthophosphate_mgL",0.02,5,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-05-18,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"pH",8.4,5,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-05-18,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TKN_mgL",NA,5,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-05-18,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TP_mgL",0.179,5,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-05-18,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TSS_mgL",48,5,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-05-28,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"DO_mgL",11.6,5,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-05-28,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"NO23_mgL",0.545,5,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-05-28,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"Orthophosphate_mgL",0.003,5,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-05-28,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"pH",8.6,5,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-05-28,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TKN_mgL",2.13,5,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-05-28,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TP_mgL",0.224,5,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-05-28,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TSS_mgL",50,5,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-06-12,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"DO_mgL",11.9,6,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-06-12,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"NO23_mgL",1.9,6,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-06-12,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"Orthophosphate_mgL",NA,6,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-06-12,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"pH",8.8,6,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-06-12,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TKN_mgL",NA,6,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-06-12,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TP_mgL",0.261,6,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-06-12,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TSS_mgL",70,6,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-06-17,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"DO_mgL",8.1,6,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-06-17,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"NO23_mgL",0.582,6,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-06-17,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"Orthophosphate_mgL",0.045,6,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-06-17,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"pH",8.3,6,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-06-17,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TKN_mgL",2,6,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-06-17,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TP_mgL",0.197,6,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-06-17,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TSS_mgL",39,6,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-06-25,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"DO_mgL",9.8,6,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-06-25,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"NO23_mgL",0.367,6,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-06-25,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"Orthophosphate_mgL",NA,6,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-06-25,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"pH",8.4,6,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-06-25,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TKN_mgL",1.97,6,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-06-25,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TP_mgL",0.234,6,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-06-25,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TSS_mgL",21,6,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-07-08,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"DO_mgL",11.1,7,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-07-08,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"NH3_mgL",NA,7,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-07-08,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"NO23_mgL",0.052,7,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-07-08,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"Orthophosphate_mgL",0.035,7,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-07-08,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"pH",8.62,7,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-07-08,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TKN_mgL",1.3,7,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-07-08,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TP_mgL",0.114,7,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-07-08,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TSS_mgL",9,7,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-08-20,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"DO_mgL",6.3,8,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-08-20,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"NO23_mgL",0.462,8,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-08-20,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"Orthophosphate_mgL",0.016,8,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-08-20,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"pH",8.2,8,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-08-20,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TKN_mgL",NA,8,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-08-20,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TP_mgL",0.247,8,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-08-20,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TSS_mgL",36,8,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-09-10,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"DO_mgL",11.7,9,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-09-10,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"NO23_mgL",NA,9,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-09-10,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"Orthophosphate_mgL",NA,9,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-09-10,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"pH",8.5,9,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-09-10,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TKN_mgL",NA,9,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-09-10,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TP_mgL",0.107,9,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-09-10,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TSS_mgL",16,9,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-10-27,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"DO_mgL",12.4,10,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-10-27,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"NH3_mgL",NA,10,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-10-27,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"NO23_mgL",1.04,10,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-10-27,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"Orthophosphate_mgL",0.003,10,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-10-27,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"pH",8.51666666666667,10,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-10-27,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TKN_mgL",1.29,10,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-10-27,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TP_mgL",0.12,10,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-10-27,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TSS_mgL",17,10,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-11-10,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"DO_mgL",12,11,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-11-10,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"NO23_mgL",0.83,11,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-11-10,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"Orthophosphate_mgL",NA,11,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-11-10,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"pH",8.4,11,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-11-10,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TKN_mgL",1.66,11,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-11-10,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TP_mgL",0.118,11,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2009-11-10,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TSS_mgL",19,11,2009
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-01-19,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"DO_mgL",12.5,1,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-01-19,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"NH3_mgL",0.095,1,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-01-19,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"NO23_mgL",3.16,1,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-01-19,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"Orthophosphate_mgL",0.062,1,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-01-19,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"pH",7.995,1,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-01-19,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TKN_mgL",1.14,1,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-01-19,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TP_mgL",0.094,1,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-01-19,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TSS_mgL",3,1,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-02-01,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"DO_mgL",11.4,2,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-02-01,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"NO23_mgL",3.63,2,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-02-01,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"Orthophosphate_mgL",0.087,2,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-02-01,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"pH",8.2,2,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-02-01,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TKN_mgL",1.17,2,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-02-01,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TP_mgL",0.137,2,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-02-01,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TSS_mgL",3,2,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-03-05,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"DO_mgL",12.7,3,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-03-05,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"NO23_mgL",3.05,3,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-03-05,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"Orthophosphate_mgL",NA,3,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-03-05,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"pH",8.5,3,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-03-05,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TKN_mgL",NA,3,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-03-05,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TP_mgL",0.082,3,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-03-05,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TSS_mgL",NA,3,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-03-09,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"DO_mgL",13.4,3,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-03-09,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"NO23_mgL",2.89,3,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-03-09,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"Orthophosphate_mgL",0.05,3,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-03-09,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"pH",8.7,3,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-03-09,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TKN_mgL",0.93,3,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-03-09,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TP_mgL",0.099,3,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-03-09,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TSS_mgL",4,3,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-03-17,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"DO_mgL",10.6,3,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-03-17,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"NO23_mgL",2.65,3,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-03-17,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"Orthophosphate_mgL",0.111,3,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-03-17,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"pH",7.7,3,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-03-17,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TKN_mgL",NA,3,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-03-17,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TP_mgL",0.25,3,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-03-17,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TSS_mgL",35,3,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-03-22,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"NO23_mgL",2.43,3,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-03-22,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"Orthophosphate_mgL",0.052,3,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-03-22,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TKN_mgL",NA,3,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-03-22,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TP_mgL",0.148,3,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-03-22,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TSS_mgL",24,3,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-04-06,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"DO_mgL",9.9,4,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-04-06,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"NH3_mgL",0.04,4,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-04-06,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"NO23_mgL",0.578,4,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-04-06,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"Orthophosphate_mgL",0.019,4,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-04-06,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"pH",8.30666666666667,4,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-04-06,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TKN_mgL",1.92,4,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-04-06,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TP_mgL",0.15,4,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-04-06,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TSS_mgL",37,4,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-04-20,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"DO_mgL",11.1,4,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-04-20,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"NO23_mgL",0.561,4,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-04-20,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"Orthophosphate_mgL",0.024,4,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-04-20,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"pH",8.4,4,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-04-20,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TKN_mgL",1.59,4,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-04-20,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TP_mgL",0.106,4,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-04-20,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TSS_mgL",19,4,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-04-26,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"DO_mgL",10.8,4,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-04-26,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"NO23_mgL",2.36,4,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-04-26,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"Orthophosphate_mgL",0.1,4,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-04-26,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"pH",8.3,4,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-04-26,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TKN_mgL",NA,4,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-04-26,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TP_mgL",0.255,4,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-04-26,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TSS_mgL",42,4,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-04-29,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"DO_mgL",11.3,4,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-04-29,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"NO23_mgL",1.13,4,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-04-29,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"Orthophosphate_mgL",0.035,4,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-04-29,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"pH",8.4,4,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-04-29,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TKN_mgL",1.65,4,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-04-29,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TP_mgL",0.132,4,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-04-29,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TSS_mgL",20,4,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-05-06,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"DO_mgL",10.7,5,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-05-06,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"NO23_mgL",0.456,5,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-05-06,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"Orthophosphate_mgL",0.041,5,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-05-06,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"pH",8.3,5,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-05-06,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TKN_mgL",NA,5,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-05-06,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TP_mgL",0.175,5,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-05-06,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TSS_mgL",33,5,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-05-19,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"DO_mgL",9.5,5,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-05-19,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"NO23_mgL",0.809,5,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-05-19,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"Orthophosphate_mgL",NA,5,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-05-19,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"pH",8.2,5,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-05-19,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TKN_mgL",1.87,5,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-05-19,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TP_mgL",NA,5,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-05-19,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TSS_mgL",47,5,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-06-03,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"DO_mgL",9.7,6,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-06-03,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"NO23_mgL",0.982,6,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-06-03,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"Orthophosphate_mgL",0.122,6,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-06-03,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"pH",8.4,6,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-06-03,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TKN_mgL",2.09,6,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-06-03,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TP_mgL",0.284,6,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-06-03,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TSS_mgL",40,6,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-06-18,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"DO_mgL",8.1,6,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-06-18,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"NO23_mgL",NA,6,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-06-18,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"Orthophosphate_mgL",NA,6,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-06-18,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"pH",8,6,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-06-18,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TKN_mgL",NA,6,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-06-18,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TP_mgL",NA,6,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-06-18,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TSS_mgL",NA,6,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-07-20,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"Chl_probe_RFU",13.8,7,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-07-20,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"NH3_mgL",0.047,7,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-07-20,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"NO23_mgL",0.623,7,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-07-20,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"Orthophosphate_mgL",0.279,7,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-07-20,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"pH",8.09,7,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-07-20,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TKN_mgL",1.81,7,2010
"WIDNR_WQX","Wisconsin Department of Natural Resources",2010-07-20,"WIDNR_WQX","WIDNR_WQX-363069",0.1,"TP_mgL",0.473,7,2010
