"station","Date","Time","latitude","longitude","elevation","name","dailyaveragestationpressure","dailyaveragewindspeed","dailymaximumdrybulbtemperature","dailyminimumdrybulbtemperature","dailyprecipitation","dailyweather","Year","Month"
"72645594897",2016-03-01,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.29","10.6",24,7,0.01,"SN FZFG BR UP FG",2016,3
"72645594897",2016-03-02,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.41","4.7",29,3,0,"",2016,3
"72645594897",2016-03-03,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.43","2.5",33,9,0,"UP",2016,3
"72645594897",2016-03-04,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.40","8.0",35,14,0,"SN BR UP",2016,3
"72645594897",2016-03-05,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.37","7.6",37,31,0.09,"SN BR UP",2016,3
"72645594897",2016-03-06,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.28","13.5",38,32,0,"TS RA BR",2016,3
"72645594897",2016-03-07,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.13","4.9",46,35,0,"RA",2016,3
"72645594897",2016-03-08,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.09","10.4",66,38,0,"TS RA BR",2016,3
"72645594897",2016-03-09,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.13","9.9",56,40,0.17,"RA FG BR",2016,3
"72645594897",2016-03-10,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.41","4.5",43,29,0,"RA FG BR UP",2016,3
"72645594897",2016-03-11,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.61","7.0",40,28,0,"RA FG BR UP",2016,3
"72645594897",2016-03-12,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.39","6.5",62,33,0,"BR",2016,3
"72645594897",2016-03-13,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.16","6.1",51,39,0.29,"RA BR",2016,3
"72645594897",2016-03-14,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.03","6.3",51,37,0.07,"RA FG BR",2016,3
"72645594897",2016-03-15,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.04","9.9",45,36,0.38,"TS RA FG BR",2016,3
"72645594897",2016-03-16,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","28.66","23.0",45,39,0.29,"RA BR",2016,3
"72645594897",2016-03-17,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.07","12.5",46,NA,0,"RA UP",2016,3
"72645594897",2016-03-18,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.39","8.5",36,32,0,"RA SN UP",2016,3
"72645594897",2016-03-19,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.52","7.8",39,28,0,"RA",2016,3
"72645594897",2016-03-20,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.47","9.4",43,26,0,"",2016,3
"72645594897",2016-03-21,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.37","9.3",44,28,0,"",2016,3
"72645594897",2016-03-22,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.07","9.1",46,35,0,"BR",2016,3
"72645594897",2016-03-23,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.30","12.6",36,31,0.17,"RA SN FG BR UP",2016,3
"72645594897",2016-03-24,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.05","14.3",32,27,0.21,"SN FG FZFG BR UP",2016,3
"72645594897",2016-03-26,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.46","7.3",41,26,0,"FZFG BR FG",2016,3
"72645594897",2016-03-27,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.20","6.1",42,31,0.37,"RA FG BR",2016,3
"72645594897",2016-03-28,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.35","9.9",49,31,0,"RA BR",2016,3
"72645594897",2016-03-29,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.54","9.7",44,30,0,"BR",2016,3
"72645594897",2016-03-30,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.05","13.9",45,39,0.45,"RA BR",2016,3
"72645594897",2016-03-31,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","","10.8",43,36,0.66,"RA BR",2016,3
"72645594897",2016-04-01,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.00","10.0",49,30,0.06,"RA",2016,4
"72645594897",2016-04-02,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.00","11.6",36,20,0.02,"SN FZFG BR UP FG",2016,4
"72645594897",2016-04-03,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.10","14.0",39,20,0,"RA SN UP",2016,4
"72645594897",2016-04-04,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.53","9.9",32,22,0,"SN UP",2016,4
"72645594897",2016-04-05,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.55","13.6",38,19,0.05,"RA SN BR",2016,4
"72645594897",2016-04-06,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","28.89","9.4",43,34,0.24,"RA BR UP",2016,4
"72645594897",2016-04-07,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","28.99","11.5",40,29,0,"RA SN",2016,4
"72645594897",2016-04-08,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.16","9.0",33,23,0.07,"SN FG FZFG BR UP",2016,4
"72645594897",2016-04-09,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.49","11.8",34,19,0,"",2016,4
"72645594897",2016-04-10,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.10","17.7",45,31,0,"",2016,4
"72645594897",2016-04-11,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.20","13.9",45,34,0,"",2016,4
"72645594897",2016-04-12,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.62","9.7",39,27,0,"",2016,4
"72645594897",2016-04-13,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.64","9.5",40,33,0.28,"RA SN BR UP",2016,4
"72645594897",2016-04-14,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.57","10.9",53,35,0,"",2016,4
"72645594897",2016-04-15,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.57","6.3",58,33,0,"",2016,4
"72645594897",2016-04-16,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.64","5.0",70,35,0,"",2016,4
"72645594897",2016-04-17,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.67","6.0",66,38,0,"BR",2016,4
"72645594897",2016-04-18,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.59","7.1",73,40,0,"HZ",2016,4
"72645594897",2016-04-19,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.61","8.4",48,40,0.01,"RA",2016,4
"72645594897",2016-04-20,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.39","10.4",60,44,0.01,"RA",2016,4
"72645594897",2016-04-21,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.13","3.5",61,45,0.12,"RA FG BR",2016,4
"72645594897",2016-04-22,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.39","13.2",50,37,0,"",2016,4
"72645594897",2016-04-23,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.48","6.1",47,33,0,"",2016,4
"72645594897",2016-04-24,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.27","3.8",47,37,0.23,"RA BR",2016,4
"72645594897",2016-04-25,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.02","13.6",55,41,0.08,"TS RA BR",2016,4
"72645594897",2016-04-26,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.25","11.1",44,36,0,"BR",2016,4
"72645594897",2016-04-27,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.31","11.2",47,36,0,"",2016,4
"72645594897",2016-04-28,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.32","10.8",46,40,0.04,"RA",2016,4
"72645594897",2016-04-29,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.42","5.2",53,38,0.02,"RA",2016,4
"72645594897",2016-04-30,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.41","4.1",52,35,0,"RA",2016,4
"72645594897",2016-05-01,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.38","10.4",54,42,0,"RA",2016,5
"72645594897",2016-05-02,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.36","5.7",61,37,0,"",2016,5
"72645594897",2016-05-03,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.09","11.8",69,39,0.16,"RA BR",2016,5
"72645594897",2016-05-04,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.10","16.0",50,39,0,"",2016,5
"72645594897",2016-05-05,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.29","9.0",57,37,0,"",2016,5
"72645594897",2016-05-06,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.12","7.1",71,44,0,"",2016,5
"72645594897",2016-05-07,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.13","10.8",61,41,0,"RA",2016,5
"72645594897",2016-05-08,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.23","10.0",60,40,0,"",2016,5
"72645594897",2016-05-09,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.34","9.6",59,39,0,"",2016,5
"72645594897",2016-05-10,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.34","10.4",51,44,0.67,"RA BR",2016,5
"72645594897",2016-05-11,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.36","5.9",59,47,0,"RA BR",2016,5
"72645594897",2016-05-12,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.20","11.4",69,50,0,"RA FG BR",2016,5
"72645594897",2016-05-13,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.20","11.7",59,NA,0.1,"RA HZ",2016,5
"72645594897",2016-05-14,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.24","14.7",45,37,0,"",2016,5
"72645594897",2016-05-15,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.33","11.0",56,33,0,"",2016,5
"72645594897",2016-05-16,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.34","11.1",66,44,0,"HZ",2016,5
"72645594897",2016-05-17,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.56","8.8",57,37,0,"",2016,5
"72645594897",2016-05-18,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.54","5.7",58,37,0,"HZ",2016,5
"72645594897",2016-05-19,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.48","8.4",64,38,0,"HZ",2016,5
"72645594897",2016-05-20,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.48","3.9",67,39,0,"",2016,5
"72645594897",2016-05-21,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.41","5.8",72,46,0,"",2016,5
"72645594897",2016-05-22,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.37","6.8",69,51,0,"",2016,5
"72645594897",2016-05-23,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.26","10.2",70,48,0,"",2016,5
"72645594897",2016-05-24,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.23","8.5",80,50,0.21,"RA",2016,5
"72645594897",2016-05-25,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.29","7.3",63,54,0.23,"RA FG BR",2016,5
"72645594897",2016-05-26,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.16","8.2",82,53,0.01,"RA FG BR HZ",2016,5
"72645594897",2016-05-27,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.17","3.9",67,53,0.24,"RA BR",2016,5
"72645594897",2016-05-28,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.16","16.7",70,56,0.28,"TS RA BR",2016,5
"72645594897",2016-05-29,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.21","10.9",75,55,0.06,"RA BR",2016,5
"72645594897",2016-06-01,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.22","10.2",68,56,0.26,"TS RA BR",2016,6
"72645594897",2016-06-03,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.35","6.0",70,50,0,"HZ",2016,6
"72645594897",2016-06-04,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.09","6.0",67,55,0.03,"RA FG BR",2016,6
"72645594897",2016-06-05,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","28.91","13.3",77,56,0,"RA FG BR",2016,6
"72645594897",2016-06-06,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","28.95","",71,54,0.22,"TS RA",2016,6
"72645594897",2016-06-07,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.15","",63,NA,0,"RA",2016,6
"72645594897",2016-06-08,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.29","",60,45,0,"BR HZ",2016,6
"72645594897",2016-06-09,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.29","",68,NA,0,"BR HZ",2016,6
"72645594897",2016-06-10,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.25","",74,55,0.69,"TS RA FG BR",2016,6
"72645594897",2016-06-11,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.22","",89,58,0,"",2016,6
"72645594897",2016-06-12,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.48","",67,51,0,"",2016,6
"72645594897",2016-06-13,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.34","",62,54,0.09,"TS RA",2016,6
"72645594897",2016-06-14,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.23","",71,56,0,"RA",2016,6
"72645594897",2016-06-15,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.04","",78,59,0.89,"TS RA BR HZ",2016,6
"72645594897",2016-06-16,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.19","7.3",70,58,0,"RA BR HZ",2016,6
"72645594897",2016-06-17,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.40","4.1",83,56,0,"",2016,6
"72645594897",2016-06-18,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.51","4.8",81,59,0,"",2016,6
"72645594897",2016-06-19,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.42","8.2",84,61,0,"",2016,6
"72645594897",2016-06-20,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.26","13.0",84,66,0,"",2016,6
"72645594897",2016-06-21,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.23","10.9",79,60,0,"",2016,6
"72645594897",2016-06-22,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.20","5.3",72,56,0,"",2016,6
"72645594897",2016-06-23,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.25","5.6",72,55,0.06,"TS RA",2016,6
"72645594897",2016-06-24,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.39","5.6",77,53,0,"",2016,6
"72645594897",2016-06-25,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.31","13.3",78,63,0,"",2016,6
"72645594897",2016-06-26,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.23","9.1",86,67,0.89,"TS RA BR",2016,6
"72645594897",2016-06-27,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.34","10.3",76,59,0.01,"RA BR",2016,6
"72645594897",2016-06-28,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.47","6.9",70,52,0,"",2016,6
"72645594897",2016-06-29,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.40","7.4",68,49,0,"",2016,6
"72645594897",2016-06-30,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","","8.4",NA,NA,0.12,"RA BR TS",2016,6
"72645594897",2016-08-01,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.41","3.9",77,59,0,"FG BR HZ",2016,8
"72645594897",2016-08-02,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.39","5.0",81,59,0,"FG BR HZ",2016,8
"72645594897",2016-08-03,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.34","5.3",83,66,0,"HZ",2016,8
"72645594897",2016-08-04,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.21","6.5",85,67,0.01,"RA BR",2016,8
"72645594897",2016-09-06,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.44","6.4",NA,NA,0.05,"TS RA BR HZ",2016,9
"72645594897",2016-09-07,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.24","4.3",73,NA,0.03,"RA BR",2016,9
"72645594897",2016-10-11,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.41","10.4",65,NA,0,"RA",2016,10
"72645594897",2016-10-12,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.28","10.3",62,39,0.39,"TS RA BR",2016,10
"72645594897",2016-10-13,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.57","5.1",49,33,0,"",2016,10
"72645594897",2016-10-14,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.46","10.7",59,32,0,"",2016,10
"72645594897",2016-10-15,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.18","12.6",63,51,0.01,"RA BR",2016,10
"72645594897",2016-10-16,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.18","4.5",68,55,0,"BR",2016,10
"72645594897",2016-11-01,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.18","5.7",70,45,0,"BR",2016,11
"72645594897",2016-11-02,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.45","4.4",56,45,0,"",2016,11
"72645594897",2016-11-03,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.54","4.3",60,38,0,"",2016,11
"72645594897",2016-11-04,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.65","6.4",60,34,0,"",2016,11
"72645594897",2016-11-05,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.57","4.3",68,41,0,"FG BR",2016,11
"72645594897",2016-11-06,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.59","1.7",62,37,0,"FG BR",2016,11
"72645594897",2016-11-07,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.54","4.3",62,39,0,"BR",2016,11
"72645594897",2016-11-08,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.48","11.7",57,41,0.08,"RA",2016,11
"72645594897",2016-11-09,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.54","7.0",57,37,0,"",2016,11
"72645594897",2016-11-10,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.21","14.3",65,46,0,"",2016,11
"72645594897",2016-11-11,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.63","5.4",51,29,0,"",2016,11
"72645594897",2016-11-12,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.58","7.9",51,30,0,"",2016,11
"72645594897",2016-11-13,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.26","12.6",59,40,0,"",2016,11
"72645594897",2016-12-01,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.03","9.7",43,35,0,"RA UP",2016,12
"72645594897",2016-12-02,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.44","10.6",36,32,0,"",2016,12
"72645594897",2016-12-03,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.59","4.5",34,31,0,"",2016,12
"72645594897",2016-12-04,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.29","2.5",34,30,0.27,"RA SN FG BR UP",2016,12
"72645594897",2016-12-05,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.22","7.1",39,31,0,"BR",2016,12
"72645594897",2016-12-09,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","","10.8",NA,NA,0,"",2016,12
"72645594897",2017-01-01,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.36","6.4",34,22,0,"",2017,1
"72645594897",2017-01-03,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.11","9.5",NA,NA,0,"RA SN FG BR",2017,1
"72645594897",2017-01-04,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.21","",NA,0,0,"SN",2017,1
"72645594897",2017-01-05,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.30","15.0",3,-3,0,"",2017,1
"72645594897",2017-01-06,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.49","12.9",6,-3,0,"",2017,1
"72645594897",2017-01-07,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.73","13.8",10,-2,0,"",2017,1
"72645594897",2017-01-08,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.81","9.1",18,1,0,"SN",2017,1
"72645594897",2017-01-09,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.43","8.1",31,NA,0.01,"SN BR",2017,1
"72645594897",2017-01-10,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","28.79","16.2",41,17,0.64,"RA SN BR UP",2017,1
"72645594897",2017-01-11,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.13","8.2",28,15,0,"SN FZFG BR FG",2017,1
"72645594897",2017-01-12,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.41","10.2",18,10,0.09,"SN BR",2017,1
"72645594897",2017-01-13,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","30.03","8.5",12,2,0,"",2017,1
"72645594897",2017-01-14,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.78","5.5",23,10,0,"",2017,1
"72645594897",2017-01-15,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.65","2.8",26,6,0,"",2017,1
"72645594897",2017-01-16,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.46","2.0",36,10,0.47,"RA BR UP",2017,1
"72645594897",2017-01-17,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.17","6.6",37,34,0.08,"RA BR UP HZ",2017,1
"72645594897",2017-01-18,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.28","8.6",40,32,0,"SN FG BR",2017,1
"72645594897",2017-01-19,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.23","2.9",36,28,0,"FG BR UP",2017,1
"72645594897",2017-01-20,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.00","3.1",38,34,0.11,"RA FG BR UP",2017,1
"72645594897",2017-01-21,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","28.87","4.8",43,36,0.01,"RA FG BR UP",2017,1
"72645594897",2017-01-22,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","28.95","5.4",40,35,0,"RA FG BR UP",2017,1
"72645594897",2017-01-23,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.06","3.1",40,34,0,"FG BR",2017,1
"72645594897",2017-01-24,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.13","5.4",40,35,0,"BR",2017,1
"72645594897",2017-01-25,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","28.91","9.0",36,33,0.61,"RA SN FG BR UP",2017,1
"72645594897",2017-01-26,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.02","13.6",36,30,0.01,"SN BR",2017,1
"72645594897",2017-01-27,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.06","13.0",30,24,0,"SN",2017,1
"72645594897",2017-01-28,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.00","9.6",30,21,0,"SN UP",2017,1
"72645594897",2017-01-29,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.13","9.0",NA,NA,0,"SN FZFG BR FG",2017,1
"72645594897",2017-01-30,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.07","7.2",32,8,0,"SN BR UP",2017,1
"72645594897",2017-01-31,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","28.86","9.2",32,22,0.07,"SN BR UP",2017,1
"72645594897",2017-02-02,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","","8.2",16,4,0,"SN HZ",2017,2
"72645594897",2017-02-03,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","","6.9",18,0,0,"",2017,2
"72645594897",2017-02-04,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.35","6.7",31,8,0,"SN",2017,2
"72645594897",2017-02-05,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.24","9.6",34,18,0,"UP",2017,2
"72645594897",2017-02-06,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.18","3.5",37,12,0,"BR",2017,2
"72645594897",2017-02-07,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","28.79","6.6",36,28,0.39,"RA SN FG BR UP",2017,2
"72645594897",2017-02-08,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.25","8.3",28,11,0,"SN",2017,2
"72645594897",2017-02-09,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.50","",18,4,0,"SN",2017,2
"72645594897",2017-02-10,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.10","",38,18,0,"SN",2017,2
"72645594897",2017-02-12,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.31","",40,31,0.02,"RA BR UP",2017,2
"72645594897",2017-02-13,"23:59:00",44.13333,-87.66667,198.4,"MANITOWOC, WI US","29.37","",43,27,0,"",2017,2
